"0","knitr::opts_chunk$set(echo = TRUE)"
"0","library(readxl)"
"0","library(readr)"
"0","library(tidyr)"
"0","library(dplyr)"
"0","library(ggplot2)"
"0","library(lubridate)"
"0","library(knitr)"
"0","gestionados_marzo<-read_xlsx(""espejo_gestion_comercial.xlsx"",sheet = ""Marzo"")"
"0","gestionados_abril<-read_xlsx(""espejo_gestion_comercial.xlsx"",sheet = ""Abril"")"
"0","# en gestionados estan de marzo y abril"
"0","gestionados<-rbind(gestionados_marzo,gestionados_abril)"
"0","# estos son los numeros de cedula de los participantes del experimento 2 dados por grecia"
"0","documentos<-read_xlsx(""documentos_experimentos.xlsx"")"
"0",""
"0","str(gestionados)"
"1","tibble [15,035 × 18]"
"1",""
"1"," (S3: "
"1",""
"1","tbl_df/tbl/data.frame"
"1",""
"1",")"
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","Timestamp                           "
"1",""
"1",":"
"1"," "
"1",""
"1","POSIXct"
"1",""
"1","[1:15035]"
"1",""
"1",", format: "
"1",""
"1","""2022-03-01 08:28:57"" ""2022-03-01 08:30:43"" ""2022-03-01 08:32:26"" ""2022-03-01 08:36:03"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","email address                       "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""diego.cruz@aflore.co"" ""diego.cruz@aflore.co"" ""camilo.escobedo@aflore.co"" ""camilo.escobedo@aflore.co"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","tipo de contacto                    "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Saliente"" ""Saliente"" ""Entrante"" ""Entrante"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","medio de contacto                   "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""PBX"" ""PBX"" ""Whatsapp celular CV"" ""Whatsapp celular CV"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","tipo de persona                     "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Consejero"" ""Consejero"" ""Consejero"" ""Consejero"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","numero de documento                 "
"1",""
"1",":"
"1"," num [1:15035] "
"1",""
"1","5.19e+07 1.03e+09 4.36e+07 4.37e+07 9.86e+07"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","estado de la llamada                "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Contactado"" ""Contactado"" ""Contactado"" ""Contactado"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","razon o base                        "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Actividad"" ""Actividad"" ""Actividad"" ""Actividad"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","tipo prioridad                      "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Con solicitud en proceso"" ""Con solicitud en proceso"" ""Fuera de prioridad"" ""Fuera de prioridad"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","¿Que sucedió?                       "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","NA NA NA NA"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","¿Tiene tiempo?                      "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Tiene tiempo"" ""Tiene tiempo"" ""Tiene tiempo"" ""Tiene tiempo"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","¿Por qué no está interesado?        "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","NA NA NA NA"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","Canal de preferencia para contacto  "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Llamada"" ""Llamada"" ""Whatsapp"" ""Whatsapp"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","Rango de hora para contacto         "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""En cualquier horario"" ""En cualquier horario"" ""En cualquier horario"" ""En cualquier horario"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","¿se debe reangedar con el consejero?"
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""No requiere seguimiento"" ""No requiere seguimiento"" ""No requiere seguimiento"" ""No requiere seguimiento"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","fecha seguimiento                   "
"1",""
"1",":"
"1"," "
"1",""
"1","POSIXct"
"1",""
"1","[1:15035]"
"1",""
"1",", format: "
"1",""
"1","NA NA NA NA"
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","potencial_consejero                 "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""2. Potencial medio de envio"" ""2. Potencial medio de envio"" ""2. Potencial medio de envio"" ""2. Potencial medio de envio"""
"1",""
"1"," ..."
"1",""
"1","
"
"1"," "
"1",""
"1","$ "
"1",""
"1","comentarios                         "
"1",""
"1",":"
"1"," chr [1:15035] "
"1",""
"1","""Info envio de solicitud"" ""Info envio de solciitud"" ""Se despeja dudas a consejera que se comunica al whatsapp"" ""Se despeja dudas a consejera que se comunica al whatsapp"""
"1",""
"1"," ..."
"1",""
"1","
"
"0","unique(gestionados$`tipo de contacto`)"
"1","[1]"
"1"," ""Saliente"""
"1"," ""Entrante"""
"1","
"
"0","unique(gestionados$`tipo de persona`)"
"1","[1]"
"1"," ""Consejero""                       "
"1"," ""Cliente""                         "
"1"," ""Prospecto consejero""             "
"1","
"
"1","[4]"
"1"," ""Terceros solicitando información"""
"1","
"
"0","unique(gestionados$`estado de la llamada`)"
"1","[1]"
"1"," ""Contactado""                 "
"1"," ""No contesta""                "
"1"," ""No localizado por comercial"""
"1","
"
"1","[4]"
"1"," ""No contactado""              "
"1","
"
"0","unique(gestionados$`tipo prioridad`)"
"1"," [1]"
"1"," ""Con solicitud en proceso""                    "
"1"," ""Fuera de prioridad""                          "
"1","
"
"1"," [3]"
"1"," ""Recién activo""                               "
"1"," ""Seguimiento programado""                      "
"1","
"
"1"," [5]"
"1"," ""Consejeros interactuando en la app sin envio"""
"1"," ""Consejero con denegación""                    "
"1","
"
"1"," [7]"
"1"," ""Consejeros con 1+ Activos para renovar""      "
"1"," ""Consejero Top 3""                             "
"1","
"
"1"," [9]"
"1"," ""Consejero Top 1""                             "
"1"," ""Consejero Top 2""                             "
"1","
"
"0","range(gestionados$Timestamp)"
"1","[1]"
"1"," ""2022-03-01 08:28:57 UTC"""
"1"," ""2022-04-11 17:31:01 UTC"""
"1","
"
"0","# seleccionando desde el 25 de marzo"
"0","gestionados %>% filter(Timestamp>""2022-03-25 23:59:59"")"
